,Row ID,Ship Date,Product ID,Category,Sub-Category,Product Name,Sales
6017,6018,12/04/2015,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44
6018,6019,12/04/2015,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48
6019,6020,10/10/2015,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92
6020,6021,13/08/2017,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,17.34
6021,6022,13/08/2017,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98
6022,6023,21/11/2015,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08
6023,6024,27/04/2018,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,69.98
6024,6025,26/08/2018,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.2719999999999
6025,6026,26/08/2018,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,10.368
6026,6027,02/03/2018,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,8.4
6027,6028,02/03/2018,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96
6028,6029,21/11/2017,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48
6029,6030,15/11/2017,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84
6030,6031,06/07/2018,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24
6031,6032,01/01/2018,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12
6032,6033,25/04/2018,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9
6033,6034,18/12/2016,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24
6034,6035,25/04/2016,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.567999999999998
6035,6036,25/04/2016,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.392
6036,6037,08/09/2017,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6
6037,6038,08/09/2017,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94
6038,6039,08/09/2017,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92
6039,6040,08/09/2017,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28
6040,6041,29/09/2018,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2
6041,6042,29/09/2018,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28
6042,6043,08/02/2017,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368
6043,6044,24/05/2018,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.35200000000003
6044,6045,24/05/2018,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,27.888
6045,6046,08/09/2016,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.15200000000002
6046,6047,16/06/2017,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94
6047,6048,11/11/2016,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146
6048,6049,11/11/2016,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485
6049,6050,18/06/2017,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,173.488
6050,6051,30/04/2016,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75
6051,6052,30/04/2016,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,272.4
6052,6053,26/09/2017,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,11.952
6053,6054,26/09/2017,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0
6054,6055,26/09/2017,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,12.200999999999999
6055,6056,20/08/2017,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,2.068
6056,6057,20/08/2017,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,83.84
6057,6058,08/03/2015,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36
6058,6059,08/03/2015,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4
6059,6060,03/01/2016,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968000000000004
6060,6061,16/04/2016,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04
6061,6062,16/04/2016,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67
6062,6063,30/12/2016,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96
6063,6064,30/12/2016,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.6
6064,6065,30/12/2016,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94
6065,6066,07/04/2016,OFF-LA-10001569,Office Supplies,Labels,Avery 499,23.904
6066,6067,23/01/2016,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96
6067,6068,24/05/2018,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.2719999999999
6068,6069,24/05/2018,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98
6069,6070,24/05/2018,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.2
6070,6071,20/08/2018,OFF-LA-10004093,Office Supplies,Labels,Avery 486,17.544
6071,6072,04/01/2017,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.688
6072,6073,04/01/2017,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,3.488
6073,6074,04/01/2017,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,5.888
6074,6075,29/12/2018,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.55200000000002
6075,6076,29/12/2018,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62
6076,6077,07/09/2017,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9
6077,6078,07/09/2017,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48
6078,6079,07/09/2017,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95
6079,6080,07/09/2017,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82
6080,6081,08/08/2018,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",151.056
6081,6082,18/02/2015,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16
6082,6083,27/11/2017,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,6.216
6083,6084,27/11/2017,OFF-AR-10003481,Office Supplies,Art,Newell 348,23.616
6084,6085,27/11/2017,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,24.031999999999996
6085,6086,27/11/2017,OFF-LA-10000262,Office Supplies,Labels,Avery 494,2.088
6086,6087,27/11/2017,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.488
6087,6088,18/12/2016,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22
6088,6089,17/06/2016,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,6.48
6089,6090,31/12/2018,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188
6090,6091,26/09/2018,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,272.64599999999996
6091,6092,26/09/2018,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",212.8
6092,6093,26/09/2018,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52
6093,6094,26/09/2018,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64
6094,6095,26/09/2018,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",45.4
6095,6096,26/09/2018,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76
6096,6097,26/09/2018,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",80.991
6097,6098,26/09/2018,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784
6098,6099,26/09/2018,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36
6099,6100,26/09/2018,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127
6100,6101,26/09/2018,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1299.66
6101,6102,26/09/2018,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2254.41
6102,6103,26/09/2018,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85
6103,6104,26/09/2018,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97
6104,6105,24/08/2018,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,314.532
6105,6106,22/06/2016,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.632
6106,6107,25/12/2015,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432000000000002
6107,6108,25/12/2015,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44
6108,6109,16/09/2017,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.0
6109,6110,16/09/2017,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.9080000000000001
6110,6111,16/11/2017,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.8020000000001
6111,6112,16/11/2017,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096
6112,6113,16/11/2017,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752
6113,6114,16/11/2017,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.0739999999998
6114,6115,16/11/2017,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.37199999999996
6115,6116,20/03/2017,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.903999999999996
6116,6117,19/11/2017,TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,2279.96
6117,6118,19/11/2017,OFF-LA-10001569,Office Supplies,Labels,Avery 499,14.94
6118,6119,25/09/2018,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976
6119,6120,25/09/2018,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.831999999999997
6120,6121,25/09/2018,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216
6121,6122,25/09/2018,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.58800000000001
6122,6123,09/12/2018,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568000000000005
6123,6124,05/09/2016,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96
6124,6125,07/06/2018,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75
6125,6126,07/06/2018,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,11.96
6126,6127,07/06/2018,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,3.912
6127,6128,06/04/2017,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",327.996
6128,6129,28/10/2015,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,49.408
6129,6130,02/04/2018,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25
6130,6131,02/04/2018,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3.76
6131,6132,31/12/2015,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.2139999999999
6132,6133,20/09/2018,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,163.96
6133,6134,19/08/2017,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28
6134,6135,04/11/2017,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8
6135,6136,22/10/2016,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",27.695999999999998
6136,6137,22/10/2016,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.164
6137,6138,04/11/2017,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,32.064
6138,6139,04/04/2015,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666
6139,6140,20/04/2016,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44
6140,6141,15/07/2018,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,274.8
6141,6142,15/07/2018,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,195.64
6142,6143,15/07/2018,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98
6143,6144,15/07/2018,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,119.04
6144,6145,01/07/2018,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",20.07
6145,6146,26/12/2015,OFF-AR-10003394,Office Supplies,Art,Newell 332,11.76
6146,6147,25/11/2018,OFF-AR-10003394,Office Supplies,Art,Newell 332,11.76
6147,6148,25/11/2018,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,40.736
6148,6149,29/06/2017,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584
6149,6150,31/12/2018,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,340.704
6150,6151,11/04/2017,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9
6151,6152,21/03/2015,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33
6152,6153,08/07/2018,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92
6153,6154,23/04/2018,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968
6154,6155,23/04/2018,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.336000000000006
6155,6156,23/04/2018,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.704
6156,6157,23/04/2018,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.408
6157,6158,05/08/2017,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54
6158,6159,05/08/2017,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,167.28
6159,6160,09/12/2017,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68
6160,6161,21/03/2015,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976
6161,6162,21/03/2015,OFF-LA-10000443,Office Supplies,Labels,Avery 501,11.808
6162,6163,21/03/2015,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,26.16
6163,6164,21/03/2015,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",33.57
6164,6165,21/03/2015,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,4.992
6165,6166,21/03/2015,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,20.016
6166,6167,21/03/2015,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24
6167,6168,25/04/2016,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,117.456
6168,6169,22/09/2016,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,22.96
6169,6170,30/08/2015,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36
6170,6171,24/12/2017,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248000000000005
6171,6172,24/12/2017,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52
6172,6173,08/08/2015,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7
6173,6174,08/08/2015,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2
6174,6175,08/08/2015,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38
6175,6176,26/09/2016,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1690.04
6176,6177,26/09/2016,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96
6177,6178,26/09/2016,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",121.96
6178,6179,26/09/2016,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,23.92
6179,6180,26/09/2016,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96
6180,6181,26/09/2016,TEC-PH-10000369,Technology,Phones,HTC One Mini,629.95
6181,6182,26/09/2016,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,113.73
6182,6183,26/09/2016,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",14.6
6183,6184,26/09/2016,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",887.84
6184,6185,13/12/2017,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92
6185,6186,12/08/2016,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,106.8
6186,6187,17/11/2016,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95
6187,6188,17/11/2016,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,34.944
6188,6189,17/11/2016,OFF-AR-10001955,Office Supplies,Art,Newell 319,119.04
6189,6190,08/04/2018,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,383.84
6190,6191,28/12/2017,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56
6191,6192,13/12/2018,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44
6192,6193,26/12/2018,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,25.92
6193,6194,26/12/2018,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6.33
6194,6195,26/12/2018,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,75.88
6195,6196,28/10/2018,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,329.98800000000006
6196,6197,28/10/2018,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,71.376
6197,6198,17/11/2016,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",63.77
6198,6199,17/11/2016,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,50.97
6199,6200,17/11/2016,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,96.08
6200,6201,20/04/2016,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,1439.9679999999998
6201,6202,20/04/2016,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,43.56
6202,6203,23/12/2017,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92
6203,6204,27/10/2017,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,235.15200000000002
6204,6205,03/12/2018,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712000000000001
6205,6206,24/10/2017,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",51.016000000000005
6206,6207,24/10/2017,OFF-FA-10003112,Office Supplies,Fasteners,Staples,25.248
6207,6208,24/10/2017,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,56.68600000000001
6208,6209,03/10/2018,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168
6209,6210,25/08/2018,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2793.528
6210,6211,25/08/2018,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.02
6211,6212,25/08/2018,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",65.94
6212,6213,16/11/2018,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24
6213,6214,16/11/2018,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12
6214,6215,15/10/2015,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64
6215,6216,03/12/2016,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16
6216,6217,03/12/2016,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,62.24
6217,6218,02/08/2016,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,29.97
6218,6219,26/10/2017,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",125.7
6219,6220,26/10/2017,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98
6220,6221,26/10/2017,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,20.86
6221,6222,18/09/2018,OFF-LA-10000121,Office Supplies,Labels,Avery 48,56.7
6222,6223,27/12/2018,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704
6223,6224,27/12/2018,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,12.264000000000001
6224,6225,27/12/2018,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,218.352
6225,6226,09/10/2016,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.294
6226,6227,09/10/2016,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,291.168
6227,6228,07/11/2015,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.77600000000001
6228,6229,27/01/2017,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376
6229,6230,27/01/2017,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176
6230,6231,17/07/2018,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,30.32
6231,6232,11/09/2018,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.56799999999998
6232,6233,11/09/2018,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44
6233,6234,11/09/2018,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,71.28
6234,6235,11/09/2018,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96
6235,6236,11/09/2018,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,79.96
6236,6237,27/02/2017,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576
6237,6238,29/01/2017,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336
6238,6239,16/12/2016,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5
6239,6240,16/12/2016,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38
6240,6241,01/11/2017,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.744000000000002
6241,6242,31/05/2018,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44
6242,6243,28/12/2015,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24
6243,6244,28/11/2017,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35
6244,6245,25/11/2016,OFF-AR-10002067,Office Supplies,Art,Newell 334,119.04
6245,6246,25/11/2016,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14
6246,6247,25/11/2016,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98
6247,6248,04/06/2018,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,43.41
6248,6249,04/06/2018,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,6.24
6249,6250,04/06/2018,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16
6250,6251,04/06/2018,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98
6251,6252,04/12/2015,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,2.394
6252,6253,07/04/2015,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32
